run_accession,country,collection_date
SRR6824610,CHN,2007-04-19
SRR6824412,CHN,2007-05-17
SRR11567792,CHN,2016-01-01
SRR11567790,CHN,2014-01-01
SRR17732466,CHN,2019-11-14
SRR15368911,CHN,2013-01-01
SRR11567811,CHN,2016-01-01
SRR11567816,CHN,2017-01-01
SRR11567785,CHN,2014-01-01
SRR6824598,CHN,2007-08-24
SRR11567799,CHN,2014-01-01
SRR17787479,CHN,2019-02-08
SRR11567813,CHN,2015-01-01
SRR11567823,CHN,2014-01-01
SRR15316183,CHN,2003-01-01
SRR15722967,CHN,2019-01-01
SRR6824651,CHN,2007-07-23
SRR11567818,CHN,2017-01-01
SRR15368768,CHN,2013-01-01
SRR6824613,CHN,2007-10-26
SRR6824311,CHN,2007-06-05
SRR15315832,CHN,1998-01-01
SRR15315954,CHN,1998-01-01
SRR15315709,CHN,1998-01-01
SRR17787502,CHN,2020-03-29
SRR11567789,CHN,2017-01-01
SRR6824614,CHN,2007-07-30
SRR6824304,CHN,2007-05-28
SRR15316533,CHN,1998-01-01
SRR6824285,CHN,2007-06-12
SRR15315743,CHN,1998-01-01
SRR15316016,CHN,2008-01-01
SRR6824389,CHN,2007-07-07
SRR6824536,CHN,2007-08-06
SRR15316501,CHN,2008-01-01
SRR15316555,CHN,1998-01-01
ERR3559382,CHN,2018-01-01
SRR15368744,CHN,2013-01-01
SRR6824292,CHN,2007-04-23
SRR15723303,CHN,2012-01-01
SRR17703727,CHN,2019-03-01
SRR15369049,CHN,2013-01-01
SRR13423644,CHN,2015-04-01
SRR15369055,CHN,2013-01-01
SRR15368939,CHN,2013-01-01
SRR15316434,CHN,2008-01-01
SRR10305817,CHN,2007-05-30
SRR11567801,CHN,2014-01-01
SRR8651661,CHN,2014-01-01
SRR11567787,CHN,2015-01-01
SRR8651573,CHN,2015-01-01
SRR8651654,CHN,2014-01-01
SRR8651647,CHN,2014-01-01
SRR8651660,CHN,2014-01-01
SRR8651557,CHN,2014-01-01
SRR8651612,CHN,2016-01-01
SRR11567793,CHN,2014-01-01
SRR8651562,CHN,2014-01-01
SRR8651634,CHN,2016-01-01
SRR8651614,CHN,2016-01-01
SRR8651615,CHN,2016-01-01
SRR8651624,CHN,2016-01-01
SRR8651656,CHN,2014-01-01
SRR8651657,CHN,2014-01-01
SRR8651627,CHN,2016-01-01
SRR8651649,CHN,2014-01-01
SRR11567820,CHN,2016-01-01
SRR11567821,CHN,2015-01-01
SRR8651645,CHN,2014-01-01
SRR8651575,CHN,2015-01-01
SRR8651646,CHN,2014-01-01
SRR8651653,CHN,2014-01-01
SRR8651650,CHN,2014-01-01
SRR8651570,CHN,2015-01-01
SRR8651643,CHN,2014-01-01
SRR11567795,CHN,2014-01-01
SRR10305660,CHN,2007-06-22
ERR3559365,CHN,2018-01-01
SRR18548994,CHN,2018-01-26
SRR15315834,CHN,1998-01-01
SRR6824359,CHN,2007-07-02
SRR11567808,CHN,2015-01-01
SRR15368840,CHN,2013-01-01
SRR15316589,CHN,1998-01-01
SRR6824650,CHN,2007-07-26
SRR18500613,CHN,2016-01-09
SRR15315829,CHN,1998-01-01
SRR6824314,CHN,2007-11-30
SRR15369022,CHN,2013-01-01
SRR6824566,CHN,2007-06-16
SRR15315811,CHN,1998-01-01
SRR6824576,CHN,2007-09-21
SRR6824417,CHN,2007-03-16
SRR15316177,CHN,2003-01-01
SRR15723123,CHN,2013-01-01
SRR8651651,CHN,2014-01-01
SRR8651640,CHN,2016-01-01
SRR8651632,CHN,2017-01-01
SRR8651638,CHN,2017-01-01
SRR8651629,CHN,2016-01-01
SRR8651639,CHN,2017-01-01
SRR8651644,CHN,2014-01-01
SRR11567783,CHN,2015-01-01
SRR8651637,CHN,2017-01-01
SRR8651631,CHN,2016-01-01
SRR8651636,CHN,2016-01-01
SRR11567814,CHN,2014-01-01
SRR8651628,CHN,2016-01-01
SRR8651602,CHN,2016-01-01
SRR8651574,CHN,2015-01-01
SRR8651572,CHN,2014-01-01
SRR8651595,CHN,2016-01-01
SRR8651611,CHN,2016-01-01
SRR8651659,CHN,2014-01-01
SRR8651577,CHN,2015-01-01
SRR8651591,CHN,2015-01-01
SRR8651594,CHN,2016-01-01
SRR8651569,CHN,2016-01-01
SRR8651622,CHN,2016-01-01
SRR8651586,CHN,2015-01-01
SRR8651623,CHN,2016-01-01
SRR11567819,CHN,2016-01-01
SRR8651576,CHN,2015-01-01
SRR8651587,CHN,2015-01-01
SRR8651555,CHN,2014-01-01
SRR8651626,CHN,2016-01-01
SRR8651592,CHN,2016-01-01
SRR8651593,CHN,2016-01-01
SRR8651588,CHN,2015-01-01
SRR8651625,CHN,2016-01-01
SRR8651560,CHN,2014-01-01
SRR8651563,CHN,2014-01-01
SRR8651565,CHN,2016-01-01
SRR15368984,CHN,2013-01-01
SRR15315854,CHN,1998-01-01
SRR15315793,CHN,1998-01-01
SRR10305751,CHN,2007-09-30
SRR15368710,CHN,2013-01-01
SRR15315804,CHN,1998-01-01
SRR15368799,CHN,2013-01-01
SRR6824402,CHN,2007-07-03
SRR15315816,CHN,1998-01-01
SRR10306021,CHN,2007-08-27
SRR15315841,CHN,1998-01-01
SRR12142357,CHN,2018-07-01
SRR10305961,CHN,2007-06-06
SRR10305703,CHN,2007-04-28
SRR6824416,CHN,2007-07-13
SRR15368741,CHN,2013-01-01
SRR6824636,CHN,2007-09-24
SRR18496002,CHN,2020-03-19
SRR15368723,CHN,2013-01-01
SRR6824656,CHN,2007-06-19
SRR6824532,CHN,2007-08-03
SRR16278250,CHN,2012-01-01
SRR15315799,CHN,1998-01-01
SRR18495620,CHN,2019-02-22
SRR15369026,CHN,2013-01-01
SRR6824360,CHN,2007-04-19
SRR6824352,CHN,2007-04-25
SRR15368875,CHN,2013-01-01
SRR15368747,CHN,2013-01-01
SRR15316411,CHN,1998-01-01
SRR17787497,CHN,2020-06-26
SRR6824327,CHN,2007-07-14
SRR6824504,CHN,2007-12-26
SRR6824628,CHN,2007-08-25
SRR6824396,CHN,2007-10-10
SRR6824669,CHN,2007-08-22
SRR15315825,CHN,1998-01-01
SRR18500611,CHN,2016-01-08
SRR15369032,CHN,2013-01-01
SRR17712081,CHN,2016-05-07
SRR17716887,CHN,2019-08-30
SRR17712099,CHN,2018-02-23
SRR6824426,CHN,2007-04-17
SRR18500610,CHN,2016-01-15
SRR10305686,CHN,2007-05-29
SRR15368870,CHN,2013-01-01
SRR6824502,CHN,2007-04-19
SRR15315847,CHN,1998-01-01
SRR15316149,CHN,1998-01-01
SRR6824530,CHN,2007-08-24
SRR6824541,CHN,2007-05-16
SRR6824484,CHN,2007-04-16
SRR15368841,CHN,2013-01-01
SRR15368732,CHN,2013-01-01
SRR18495624,CHN,2018-05-25
SRR15369054,CHN,2013-01-01
SRR15316611,CHN,1998-01-01
SRR6824697,CHN,2007-05-28
SRR6824600,CHN,2007-06-06
SRR17732478,CHN,2020-03-19
SRR12142448,CHN,2018-07-01
SRR8651609,CHN,2016-01-01
SRR17712095,CHN,2016-02-12
SRR6824331,CHN,2007-07-30
SRR17787601,CHN,2020-05-29
SRR6824551,CHN,2007-05-24
SRR6824542,CHN,2007-05-17
SRR6824421,CHN,2007-05-19
SRR15315843,CHN,1998-01-01
SRR15368737,CHN,2013-01-01
SRR6824615,CHN,2007-11-16
SRR6824594,CHN,2007-07-18
SRR10305814,CHN,2007-08-21
SRR6824444,CHN,2007-09-26
SRR6824365,CHN,2007-05-29
SRR15315965,CHN,1998-01-01
SRR15316424,CHN,2008-01-01
SRR6824432,CHN,2007-05-29
SRR6824400,CHN,2007-04-05
SRR15315974,CHN,2008-01-01
SRR960961,CHN,2010-01-01
SRR10305845,CHN,2007-11-19
SRR12142429,CHN,2018-07-01
SRR6824622,CHN,2007-04-20
SRR15316114,CHN,2003-01-01
SRR10305644,CHN,2007-08-06
SRR12142328,CHN,2018-07-01
SRR10305848,CHN,2007-04-12
SRR15315831,CHN,1998-01-01
SRR15368735,CHN,2013-01-01
SRR15315851,CHN,1998-01-01
SRR18495999,CHN,2020-04-02
SRR10305771,CHN,2007-06-19
SRR6824415,CHN,2007-04-04
SRR15316301,CHN,2003-01-01
SRR10305706,CHN,2007-08-09
SRR15315911,CHN,2008-01-01
SRR15369023,CHN,2013-01-01
SRR6824562,CHN,2007-11-02
SRR6824351,CHN,2007-04-19
SRR6824588,CHN,2007-05-18
SRR15316577,CHN,2008-01-01
SRR15316361,CHN,2003-01-01
SRR960963,CHN,2010-01-01
SRR6824677,CHN,2007-12-28
SRR6824409,CHN,2007-12-23
SRR10040417,CHN,2017-05-04
SRR15368816,CHN,2013-01-01
SRR6824397,CHN,2007-04-28
SRR10305799,CHN,2007-11-28
SRR15315766,CHN,1998-01-01
SRR6824645,CHN,2007-05-01
SRR6824649,CHN,2007-07-27
SRR6824448,CHN,2007-11-13
SRR960987,CHN,2009-01-01
SRR15368807,CHN,2013-01-01
SRR6824383,CHN,2007-07-31
SRR960990,CHN,2009-01-01
SRR17688639,CHN,2017-12-22
SRR6824634,CHN,2007-05-01
SRR6824565,CHN,2007-05-17
SRR10306003,CHN,2007-09-17
SRR6824403,CHN,2007-07-28
SRR6824700,CHN,2007-06-01
SRR15368726,CHN,2013-01-01
SRR10305783,CHN,2007-06-05
SRR17732463,CHN,2020-01-09
SRR6824662,CHN,2007-11-27
SRR6824346,CHN,2007-04-16
SRR15316405,CHN,2008-01-01
SRR15722974,CHN,2019-01-01
SRR6824495,CHN,2007-09-07
SRR6824374,CHN,2007-09-18
SRR8651561,CHN,2014-01-01
SRR6824410,CHN,2007-05-01
SRR6824385,CHN,2007-04-25
SRR17732469,CHN,2020-02-20
SRR15316193,CHN,1998-01-01
SRR6824675,CHN,2007-09-17
SRR18500615,CHN,2015-12-04
SRR10305729,CHN,2007-04-16
SRR12142348,CHN,2018-07-01
SRR6824450,CHN,2007-11-20
SRR6824464,CHN,2007-04-25
SRR15368767,CHN,2013-01-01
SRR17732864,CHN,2020-04-02
SRR6824288,CHN,2007-09-25
SRR15723218,CHN,2012-01-01
SRR6824597,CHN,2007-07-12
SRR15368957,CHN,2013-01-01
SRR17732467,CHN,2019-02-22
SRR6824418,CHN,2007-12-20
SRR15316032,CHN,1998-01-01
SRR12142319,CHN,2018-07-01
SRR15369072,CHN,2013-01-01
SRR15368798,CHN,2013-01-01
SRR6824286,CHN,2007-08-15
SRR15315845,CHN,1998-01-01
SRR6824539,CHN,2007-10-25
SRR15315903,CHN,2008-01-01
SRR15316516,CHN,2008-01-01
SRR18495629,CHN,2018-03-02
SRR15368712,CHN,2013-01-01
SRR15316094,CHN,1998-01-01
SRR6824633,CHN,2007-07-31
SRR15316467,CHN,1998-01-01
SRR15368739,CHN,2013-01-01
SRR15368811,CHN,2013-01-01
SRR15316105,CHN,1998-01-01
SRR6824479,CHN,2007-07-27
SRR6824487,CHN,2007-11-22
SRR17688640,CHN,2017-04-07
SRR6824310,CHN,2007-07-05
SRR6824478,CHN,2007-05-25
SRR6824666,CHN,2007-11-07
SRR15368846,CHN,2013-01-01
SRR15315819,CHN,1998-01-01
SRR10305823,CHN,2007-05-16
SRR6824545,CHN,2007-10-12
SRR17712100,CHN,2018-02-23
ERR3559374,CHN,2018-01-01
ERR3559384,CHN,2018-01-01
SRR10040270,CHN,2017-07-13
SRR8651600,CHN,2016-01-01
ERR3559379,CHN,2018-01-01
SRR10040226,CHN,2017-09-14
SRR15368857,CHN,2013-01-01
SRR15316578,CHN,1998-01-01
SRR15316296,CHN,2003-01-01
SRR6824616,CHN,2007-04-09
SRR15368730,CHN,2013-01-01
SRR6824663,CHN,2007-09-14
SRR15723188,CHN,2017-01-01
SRR10305745,CHN,2007-06-04
SRR6824379,CHN,2007-04-22
SRR6824386,CHN,2007-09-19
SRR6824472,CHN,2007-04-30
SRR15368752,CHN,2013-01-01
SRR15368742,CHN,2013-01-01
SRR6824631,CHN,2007-07-26
SRR6824369,CHN,2007-05-28
SRR6824698,CHN,2007-06-08
SRR12142351,CHN,2018-07-01
SRR6824626,CHN,2007-07-13
SRR15723024,CHN,2013-01-01
SRR10305681,CHN,2007-04-10
SRR15368960,CHN,2013-01-01
SRR15316059,CHN,2008-01-01
SRR15316045,CHN,2008-01-01
SRR6824527,CHN,2007-08-20
SRR15368769,CHN,2013-01-01
SRR6824291,CHN,2007-09-26
SRR12062484,CHN,2017-05-04
SRR10040210,CHN,2017-05-04
SRR6824517,CHN,2007-08-30
SRR15315830,CHN,1998-01-01
SRR6824405,CHN,2007-05-03
SRR6824690,CHN,2007-10-03
SRR6824683,CHN,2007-04-17
SRR6824354,CHN,2007-10-24
SRR15315855,CHN,1998-01-01
SRR10305786,CHN,2007-07-10
SRR15316245,CHN,2003-01-01
SRR6824289,CHN,2007-07-12
SRR15368896,CHN,2013-01-01
SRR6824706,CHN,2007-07-17
SRR6824316,CHN,2007-12-18
SRR15368809,CHN,2013-01-01
SRR6824482,CHN,2007-08-17
SRR15315776,CHN,2003-01-01
SRR6824434,CHN,2007-06-23
SRR15316010,CHN,1998-01-01
SRR18495622,CHN,2019-02-01
SRR6824595,CHN,2007-10-30
SRR10333502,CHN,2018-01-25
SRR6824390,CHN,2007-05-10
SRR15368921,CHN,2013-01-01
SRR15369024,CHN,2013-01-01
SRR15315809,CHN,1998-01-01
SRR15368849,CHN,2013-01-01
SRR15368862,CHN,2013-01-01
SRR10305648,CHN,2007-05-29
SRR15368711,CHN,2013-01-01
SRR15315755,CHN,1998-01-01
SRR6824375,CHN,2007-04-12
SRR10305680,CHN,2007-08-24
SRR15316523,CHN,2008-01-01
ERR3559372,CHN,2018-01-01
SRR15316408,CHN,2008-01-01
SRR15315795,CHN,1998-01-01
SRR15368754,CHN,2013-01-01
SRR17732455,CHN,2019-11-14
SRR6824505,CHN,2007-08-30
SRR15316160,CHN,1998-01-01
SRR17732460,CHN,2020-02-20
SRR6824483,CHN,2007-07-17
SRR18496006,CHN,2020-01-09
SRR13423631,CHN,2015-12-01
SRR18495623,CHN,2019-03-08
SRR15369006,CHN,2013-01-01
SRR6824378,CHN,2007-05-31
SRR15369003,CHN,2013-01-01
SRR15316060,CHN,1998-01-01
SRR15315856,CHN,1998-01-01
SRR10040243,CHN,2017-05-12
SRR15316497,CHN,2008-01-01
SRR17732869,CHN,2020-02-20
SRR6824465,CHN,2007-06-27
SRR15368745,CHN,2013-01-01
SRR6824497,CHN,2007-09-14
SRR6824601,CHN,2007-05-09
SRR6824419,CHN,2007-05-21
SRR6824454,CHN,2007-04-12
SRR6824413,CHN,2007-07-24
SRR10305642,CHN,2007-06-30
SRR10305707,CHN,2007-04-06
ERR3559604,CHN,2018-01-01
SRR15316371,CHN,1998-01-01
SRR15369053,CHN,2013-01-01
SRR6824693,CHN,2007-04-01
SRR6824335,CHN,2007-05-25
SRR10040171,CHN,2017-09-21
SRR17787598,CHN,2020-08-22
SRR15316249,CHN,1998-01-01
SRR15316455,CHN,1998-01-01
SRR15316238,CHN,1998-01-01
SRR15368743,CHN,2013-01-01
SRR15316196,CHN,2003-01-01
SRR6824574,CHN,2007-06-19
SRR18500588,CHN,2020-09-05
SRR6824575,CHN,2007-10-05
SRR12142406,CHN,2018-07-01
SRR6824639,CHN,2007-04-16
SRR17732456,CHN,2019-10-17
SRR15369033,CHN,2013-01-01
SRR6824435,CHN,2007-07-17
SRR15368848,CHN,2013-01-01
SRR15315796,CHN,1998-01-01
SRR15368813,CHN,2013-01-01
SRR13423632,CHN,2013-08-01
SRR10040179,CHN,2017-11-01
SRR15368866,CHN,2013-01-01
SRR10040182,CHN,2017-04-06
SRR15369045,CHN,2013-01-01
SRR15368783,CHN,2013-01-01
ERR3559816,CHN,2018-01-01
SRR15316021,CHN,1998-01-01
SRR15316522,CHN,1998-01-01
SRR15368996,CHN,2013-01-01
SRR6824355,CHN,2007-07-05
SRR6824589,CHN,2007-06-12
SRR15315866,CHN,1998-01-01
SRR15723221,CHN,2012-01-01
SRR18495594,CHN,2018-12-21
SRR15368733,CHN,2013-01-01
SRR15316365,CHN,2003-01-01
SRR18496011,CHN,2019-11-28
SRR15316368,CHN,2003-01-01
SRR15368758,CHN,2013-01-01
SRR15723013,CHN,2014-01-01
SRR6824424,CHN,2007-04-21
SRR6824457,CHN,2007-07-08
SRR15316138,CHN,1998-01-01
SRR6824459,CHN,2007-07-16
SRR6824363,CHN,2007-08-28
SRR10305645,CHN,2007-08-08
SRR15369020,CHN,2013-01-01
SRR17787496,CHN,2020-07-10
SRR6824306,CHN,2007-11-08
SRR6824685,CHN,2007-06-29
SRR10333499,CHN,2018-01-25
SRR10333504,CHN,2018-01-25
SRR10333495,CHN,2018-01-25
SRR10333503,CHN,2018-01-25
SRR10333501,CHN,2018-01-25
SRR10333496,CHN,2018-01-25
SRR10333498,CHN,2018-01-25
SRR10333500,CHN,2018-01-25
SRR6824520,CHN,2007-05-08
SRR10040475,CHN,2017-08-23
SRR13423636,CHN,2015-05-01
SRR15316049,CHN,1998-01-01
SRR6824635,CHN,2007-05-09
SRR15315842,CHN,1998-01-01
SRR6824694,CHN,2007-06-24
SRR15368926,CHN,2013-01-01
SRR15316202,CHN,2003-01-01
SRR15368785,CHN,2013-01-01
SRR10040374,CHN,2017-09-14
SRR6824696,CHN,2007-04-29
SRR6824570,CHN,2007-08-20
SRR6824701,CHN,2007-05-16
SRR10305816,CHN,2007-04-16
SRR6824606,CHN,2007-12-07
SRR10040154,CHN,2017-08-03
SRR6824699,CHN,2007-06-07
SRR6824470,CHN,2007-12-26
SRR6824665,CHN,2007-12-08
SRR15315808,CHN,1998-01-01
SRR12142321,CHN,2018-07-01
SRR8651554,CHN,2014-01-01
SRR15316600,CHN,1998-01-01
SRR15368965,CHN,2013-01-01
SRR15368738,CHN,2013-01-01
SRR10040490,CHN,2017-04-06
SRR6824307,CHN,2007-09-20
SRR6824491,CHN,2007-10-12
SRR18500603,CHN,2020-08-19
SRR15368725,CHN,2013-01-01
SRR17732480,CHN,2020-02-20
SRR15369048,CHN,2013-01-01
SRR6824531,CHN,2007-08-21
SRR6824691,CHN,2007-10-26
SRR6824642,CHN,2007-05-21
SRR6824590,CHN,2007-09-06
SRR17787501,CHN,2020-04-09
SRR6824503,CHN,2007-07-12
SRR15315998,CHN,1998-01-01
SRR6824607,CHN,2007-05-28
SRR6824308,CHN,2007-10-10
SRR15316622,CHN,1998-01-01
SRR18495592,CHN,2018-12-28
SRR10305737,CHN,2007-09-17
SRR17712102,CHN,2016-03-18
SRR15316314,CHN,2003-01-01
SRR6824568,CHN,2007-08-22
SRR15368851,CHN,2013-01-01
SRR15316324,CHN,2003-01-01
SRR10040266,CHN,2017-09-14
SRR6824309,CHN,2007-06-19
SRR15316369,CHN,2003-01-01
SRR6824315,CHN,2007-12-20
SRR6824667,CHN,2007-08-21
SRR15316438,CHN,2008-01-01
SRR15315930,CHN,2008-01-01
SRR6824599,CHN,2007-05-24
SRR18495625,CHN,2018-05-18
SRR6824673,CHN,2007-09-25
SRR15316539,CHN,2008-01-01
SRR15368968,CHN,2013-01-01
SRR15368962,CHN,2013-01-01
SRR6824593,CHN,2007-07-11
SRR15368969,CHN,2013-01-01
SRR10040499,CHN,2017-07-20
SRR15316182,CHN,1998-01-01
SRR15315839,CHN,1998-01-01
SRR6824664,CHN,2007-12-20
SRR17732473,CHN,2020-01-09
SRR15315752,CHN,2003-01-01
SRR6824313,CHN,2007-11-14
SRR17712115,CHN,2018-05-18
SRR15316554,CHN,2008-01-01
SRR18495593,CHN,2018-12-21
SRR10305794,CHN,2007-04-27
SRR15315996,CHN,2008-01-01
SRR17787482,CHN,2020-10-25
SRR10306022,CHN,2007-07-05
SRR15368801,CHN,2013-01-01
SRR15368808,CHN,2013-01-01
SRR15368864,CHN,2013-01-01
SRR17732462,CHN,2020-02-20
SRR15368782,CHN,2013-01-01
SRR15368856,CHN,2013-01-01
SRR6824573,CHN,2007-11-04
SRR6824452,CHN,2007-06-01
SRR6824312,CHN,2007-06-06
SRR17787476,CHN,2020-10-25
SRR15368865,CHN,2013-01-01
SRR2024971,CHN,2010-11-08
SRR15316439,CHN,2008-01-01
SRR10040373,CHN,2017-05-25
SRR6824689,CHN,2007-07-26
SRR15368994,CHN,2013-01-01
SRR6824543,CHN,2008-01-01
SRR17716879,CHN,2019-02-01
SRR18500589,CHN,2020-08-22
SRR6824521,CHN,2007-08-15
SRR15368781,CHN,2013-01-01
SRR15368963,CHN,2013-01-01
SRR6824608,CHN,2007-05-28
SRR10305627,CHN,2007-04-09
SRR960966,CHN,2010-01-01
SRR6824522,CHN,2007-04-18
SRR18496004,CHN,2020-02-20
SRR17732464,CHN,2019-11-28
SRR15368757,CHN,2013-01-01
SRR17716878,CHN,2018-05-25
SRR15368804,CHN,2013-01-01
SRR6824688,CHN,2007-04-14
SRR12142430,CHN,2018-07-01
SRR6824692,CHN,2007-07-02
SRR18500602,CHN,2020-09-21
SRR13423642,CHN,2013-06-01
SRR18500604,CHN,2020-08-19
SRR6824451,CHN,2007-05-15
SRR15368775,CHN,2013-01-01
SRR6824705,CHN,2007-08-27
SRR17688642,CHN,2017-03-10
SRR17732476,CHN,2020-03-19
SRR17712114,CHN,2018-05-18
SRR10305991,CHN,2007-10-05
SRR15316389,CHN,1998-01-01
SRR18500598,CHN,2020-11-13
SRR18495621,CHN,2019-02-22
SRR15368731,CHN,2013-01-01
SRR17787477,CHN,2020-11-13
SRR15368843,CHN,2013-01-01
SRR10040485,CHN,2017-08-25
SRR18496010,CHN,2019-12-16
SRR15368869,CHN,2013-01-01
SRR17716875,CHN,2018-12-07
SRR17732471,CHN,2020-02-20
SRR17687521,CHN,2020-09-05
SRR10040147,CHN,2017-04-26
SRR17732867,CHN,2020-03-19
SRR10040275,CHN,2017-06-30
SRR15316312,CHN,2003-01-01
SRR10040209,CHN,2017-06-14
SRR6824644,CHN,2007-04-26
SRR18500601,CHN,2020-09-21
SRR15368972,CHN,2013-01-01
SRR6824382,CHN,2007-08-22
SRR15369017,CHN,2013-01-01
SRR17688577,CHN,2019-05-10
SRR15369015,CHN,2013-01-01
SRR18495590,CHN,2019-01-25
SRR960968,CHN,2010-01-01
SRR15316116,CHN,1998-01-01
SRR6824591,CHN,2007-09-12
SRR17716889,CHN,2019-04-26
SRR9947435,CHN,2019-01-29
SRR10040446,CHN,2017-08-16
SRR15723208,CHN,2016-01-01
SRR17787498,CHN,2020-05-29
SRR6824674,CHN,2007-09-19
SRR17787473,CHN,2020-11-13
SRR10040396,CHN,2017-06-30
SRR18548997,CHN,2017-09-22
SRR10040432,CHN,2017-07-06
SRR6824453,CHN,2007-10-30
SRR960986,CHN,2009-01-01
SRR15369030,CHN,2013-01-01
SRR6824524,CHN,2007-09-12
SRR15369029,CHN,2013-01-01
SRR12062519,CHN,2017-08-16
SRR17787599,CHN,2020-08-19
SRR12062525,CHN,2017-11-17
SRR12062514,CHN,2017-07-20
SRR6824477,CHN,2007-07-25
SRR15316482,CHN,2008-01-01
SRR17787485,CHN,2020-09-21
SRR15368749,CHN,2013-01-01
SRR6824293,CHN,2007-04-27
SRR15368755,CHN,2013-01-01
SRR6824401,CHN,2007-05-29
SRR15316487,CHN,2008-01-01
SRR18495591,CHN,2019-01-25
SRR10040399,CHN,2017-06-06
SRR15369044,CHN,2013-01-01
SRR11567800,CHN,2016-01-01
SRR17787471,CHN,2020-11-13
SRR17732461,CHN,2020-02-20
SRR10040146,CHN,2017-09-18
SRR15316304,CHN,1998-01-01
SRR6824658,CHN,2007-05-15
SRR6824330,CHN,2007-08-03
SRR6824290,CHN,2007-10-09
SRR10040428,CHN,2017-09-14
SRR6824441,CHN,2007-04-24
SRR17716880,CHN,2019-02-01
SRR18500597,CHN,2020-11-13
SRR10040324,CHN,2017-07-20
SRR15368734,CHN,2013-01-01
SRR15369018,CHN,2013-01-01
SRR15368930,CHN,2013-01-01
SRR10040144,CHN,2017-08-25
SRR15315891,CHN,2008-01-01
SRR15368927,CHN,2013-01-01
SRR18500595,CHN,2020-11-20
SRR15368780,CHN,2013-01-01
SRR17732472,CHN,2020-02-20
SRR15315894,CHN,2008-01-01
SRR12062523,CHN,2017-07-26
SRR10040242,CHN,2017-08-11
SRR15723104,CHN,2013-01-01
SRR6824361,CHN,2007-09-04
SRR15315958,CHN,2008-01-01
SRR10040236,CHN,2017-06-14
SRR18500585,CHN,2020-09-21
SRR17787491,CHN,2020-08-22
SRR10040502,CHN,2017-05-24
SRR15368970,CHN,2013-01-01
SRR18500587,CHN,2020-09-05
SRR10040207,CHN,2017-05-12
SRR15368966,CHN,2013-01-01
SRR17716876,CHN,2018-08-24
SRR12142421,CHN,2018-07-01
SRR15316376,CHN,2008-01-01
SRR6280202,CHN,2010-08-16
SRR960991,CHN,2010-01-01
SRR15368964,CHN,2013-01-01
SRR9947436,CHN,2019-01-29
SRR15315890,CHN,2008-01-01
SRR17716883,CHN,2018-12-07
SRR15368967,CHN,2013-01-01
SRR15369056,CHN,2013-01-01
SRR13423640,CHN,2015-10-01
SRR12142439,CHN,2018-07-01
SRR17716882,CHN,2019-01-11
SRR15315879,CHN,2008-01-01
SRR15722960,CHN,2010-01-01
SRR12142447,CHN,2018-07-01
SRR10854751,CHN,
SRR6824686,CHN,2007-05-24
SRR15368703,CHN,2013-01-01
SRR17787489,CHN,2020-09-05
SRR15368778,CHN,2013-01-01
SRR15368806,CHN,2013-01-01
SRR960960,CHN,2010-01-01
SRR15368817,CHN,2013-01-01
SRR960967,CHN,2010-01-01
SRR15315889,CHN,2008-01-01
SRR10040145,CHN,2017-11-08
SRR15368986,CHN,2013-01-01
SRR15315888,CHN,2008-01-01
SRR15316139,CHN,2003-01-01
SRR10040512,CHN,2017-06-30
SRR10305731,CHN,2007-11-13
SRR15368833,CHN,2013-01-01
SRR15368709,CHN,2013-01-01
SRR10305976,CHN,2007-07-18
SRR15368832,CHN,2013-01-01
SRR15316337,CHN,2003-01-01
SRR15368837,CHN,2013-01-01
SRR15316473,CHN,2008-01-01
SRR960970,CHN,2010-01-01
SRR6824676,CHN,2007-05-10
SRR15368929,CHN,2013-01-01
SRR15723140,CHN,2011-01-01
SRR10854752,CHN,
SRR15368791,CHN,2013-01-01
SRR9947430,CHN,2019-01-29
SRR15368979,CHN,2013-01-01
SRR15368981,CHN,2013-01-01
SRR6824672,CHN,2007-04-17
SRR10040303,CHN,2017-08-04
SRR6824687,CHN,2007-07-06
SRR6824552,CHN,2007-04-29
SRR12142446,CHN,2018-07-01
ERR3561761,CHN,2020-01-01
SRR17787490,CHN,2020-09-05
SRR15316552,CHN,2008-01-01
SRR15723119,CHN,2013-01-01
SRR6824526,CHN,2007-04-20
SRR15316529,CHN,2008-01-01
SRR15315896,CHN,2008-01-01
SRR15316299,CHN,2003-01-01
SRR15316592,CHN,2008-01-01
SRR15368876,CHN,2013-01-01
SRR6824399,CHN,2007-04-29
SRR15369011,CHN,2013-01-01
SRR15316156,CHN,2003-01-01
SRR12142381,CHN,2018-07-01
SRR6824371,CHN,2007-07-18
SRR9947432,CHN,2019-01-29
SRR15315878,CHN,2008-01-01
SRR15723108,CHN,2013-01-01
SRR960978,CHN,2010-01-01
SRR15316080,CHN,2003-01-01
SRR6824547,CHN,2007-09-24
SRR12142384,CHN,2018-07-01
SRR15723157,CHN,2011-01-01
SRR6824326,CHN,2007-08-30
SRR15315978,CHN,2008-01-01
SRR12142438,CHN,2018-07-01
SRR6824370,CHN,2007-06-13
ERR3561760,CHN,2019-01-01
SRR12142386,CHN,2018-07-01
SRR6824404,CHN,2007-08-24
SRR9947431,CHN,2019-01-29
SRR12142424,CHN,2018-07-01
SRR12142437,CHN,2018-07-01
SRR12142383,CHN,2018-07-01
SRR6824294,CHN,2007-09-10
SRR6824449,CHN,2007-11-13
