run_accession,country,collection_date
ERR5864477,GEO,
ERR5865763,GEO,
SRR7516384,GEO,2012-12-01
SRR10397258,GEO,2017-01-01
ERR5864644,GEO,
ERR5865487,GEO,
ERR5864510,GEO,
SRR7516304,GEO,2012-03-01
ERR5864915,GEO,
ERR5863854,GEO,
ERR5865223,GEO,
SRR5152898,GEO,2016-01-01
ERR5865838,GEO,
ERR5865628,GEO,
ERR5865511,GEO,
SRR5153291,GEO,2015-01-01
ERR5863688,GEO,
ERR5864902,GEO,
ERR5865669,GEO,
SRR7516420,GEO,2011-08-01
SRR10397189,GEO,2018-01-01
ERR5863622,GEO,
SRR3743203,GEO,2015-01-01
ERR5864765,GEO,
ERR5863757,GEO,
ERR5865725,GEO,
SRR5153134,GEO,2015-01-01
ERR5863935,GEO,
SRR10397268,GEO,2017-01-01
ERR5865494,GEO,
ERR5865715,GEO,
ERR5865633,GEO,
ERR5864747,GEO,
ERR5865923,GEO,
SRR10397117,GEO,2017-01-01
SRR5153079,GEO,2015-01-01
SRR10397207,GEO,2018-01-01
SRR7516430,GEO,2013-03-01
SRR7516341,GEO,2010-11-01
ERR5866095,GEO,
ERR5865054,GEO,
SRR7516298,GEO,2010-05-01
ERR5863660,GEO,
SRR5153093,GEO,2015-01-01
ERR5864276,GEO,
ERR5863889,GEO,
SRR10397247,GEO,2017-01-01
SRR10397092,GEO,2017-01-01
ERR5864712,GEO,
SRR10397184,GEO,2018-01-01
ERR5865033,GEO,
ERR5865308,GEO,
SRR10397233,GEO,2017-01-01
ERR5865830,GEO,
ERR5865140,GEO,
ERR5866002,GEO,
SRR7516422,GEO,2011-08-01
ERR5863975,GEO,
ERR5865485,GEO,
SRR5153256,GEO,2014-01-01
SRR7516314,GEO,2012-03-01
SRR5153303,GEO,2014-01-01
ERR5865818,GEO,
ERR5864296,GEO,
ERR5866080,GEO,
ERR5863761,GEO,
ERR5864816,GEO,
SRR7516370,GEO,2011-08-01
ERR5865668,GEO,
ERR5865884,GEO,
ERR5863706,GEO,
ERR5865201,GEO,
SRR10397242,GEO,2017-01-01
ERR5865481,GEO,
SRR10397111,GEO,2017-01-01
ERR5864068,GEO,
ERR5863737,GEO,
SRR7516445,GEO,2011-10-01
ERR5864146,GEO,
SRR10397231,GEO,2016-01-01
ERR5863667,GEO,
SRR10397150,GEO,2017-01-01
ERR5864495,GEO,
ERR5863559,GEO,
ERR5864487,GEO,
ERR5864964,GEO,
ERR5863709,GEO,
SRR10397225,GEO,2017-01-01
SRR10397118,GEO,2017-01-01
SRR11033676,GEO,2019-01-01
ERR5864766,GEO,
SRR10397263,GEO,2017-01-01
ERR5865727,GEO,
SRR5153090,GEO,2015-01-01
ERR5864619,GEO,
SRR10397196,GEO,2018-01-01
ERR5864378,GEO,
ERR5864473,GEO,
SRR5152901,GEO,2015-01-01
ERR5863531,GEO,
SRR5152903,GEO,2015-01-01
SRR10397204,GEO,2017-01-01
ERR5864441,GEO,
ERR5865013,GEO,
ERR5865802,GEO,
SRR5153224,GEO,2015-01-01
ERR5863553,GEO,
ERR5864233,GEO,
SRR11033662,GEO,2019-01-01
ERR5866048,GEO,
SRR7516385,GEO,2012-12-01
ERR5865981,GEO,
ERR5865805,GEO,
ERR5864167,GEO,
ERR5865328,GEO,
ERR5863561,GEO,
ERR5865702,GEO,
ERR5865079,GEO,
SRR11033685,GEO,2019-01-01
ERR5865205,GEO,
SRR7516334,GEO,2012-01-01
ERR5865719,GEO,
ERR5863569,GEO,
ERR5863682,GEO,
ERR5864537,GEO,
ERR5865703,GEO,
SRR10397103,GEO,2017-01-01
SRR5153223,GEO,2014-01-01
ERR5864561,GEO,
ERR5865973,GEO,
ERR5863592,GEO,
ERR5864566,GEO,
ERR5863987,GEO,
SRR10397226,GEO,2016-01-01
ERR5865179,GEO,
ERR5864144,GEO,
ERR5864162,GEO,
ERR5865653,GEO,
ERR5863656,GEO,
SRR10397217,GEO,2018-01-01
ERR5864347,GEO,
ERR5864147,GEO,
ERR5864468,GEO,
ERR5864833,GEO,
ERR5864149,GEO,
ERR5865145,GEO,
ERR5865793,GEO,
ERR5865929,GEO,
ERR5865047,GEO,
SRR7516455,GEO,2012-04-01
ERR5865525,GEO,
ERR5864583,GEO,
ERR5863988,GEO,
SRR7516451,GEO,2012-06-01
SRR7516319,GEO,2012-01-01
SRR5153194,GEO,2014-01-01
ERR5863661,GEO,
ERR5865729,GEO,
ERR5864113,GEO,
ERR5864250,GEO,
ERR5865185,GEO,
ERR5864845,GEO,
ERR5865892,GEO,
SRR5153132,GEO,2015-01-01
SRR11033667,GEO,2019-01-01
ERR5865620,GEO,
SRR7516386,GEO,2012-12-01
SRR10397181,GEO,2018-01-01
ERR5863668,GEO,
ERR5865907,GEO,
ERR5865444,GEO,
SRR7516383,GEO,2011-09-01
ERR5863633,GEO,
ERR5864522,GEO,
ERR5865962,GEO,
ERR5865637,GEO,
ERR5865745,GEO,
ERR5863565,GEO,
ERR5866032,GEO,
ERR5864682,GEO,
ERR5865939,GEO,
ERR5865318,GEO,
SRR7516431,GEO,2013-03-01
SRR7516354,GEO,2011-06-01
ERR5864244,GEO,
ERR5864847,GEO,
SRR16088117,GEO,2019-01-01
SRR10397211,GEO,2018-01-01
SRR10397264,GEO,2017-01-01
SRR5153220,GEO,2014-01-01
SRR5153081,GEO,2015-01-01
ERR5865497,GEO,
ERR5864749,GEO,
SRR7516392,GEO,2011-05-01
ERR5863722,GEO,
ERR5864161,GEO,
ERR5865122,GEO,
SRR5153595,GEO,2015-01-01
SRR5153261,GEO,2014-01-01
ERR5864770,GEO,
ERR5865538,GEO,
SRR10397145,GEO,2016-01-01
ERR5864390,GEO,
ERR5865178,GEO,
ERR5863919,GEO,
ERR5864003,GEO,
ERR5866455,GEO,
SRR11033661,GEO,2019-01-01
ERR5866008,GEO,
SRR10397245,GEO,2017-01-01
ERR5865984,GEO,
ERR5865336,GEO,
SRR10397229,GEO,2017-01-01
SRR13312527,GEO,2016-03-01
SRR10397121,GEO,2017-01-01
ERR5865616,GEO,
ERR5863973,GEO,
ERR5865882,GEO,
ERR5864552,GEO,
SRR10397114,GEO,2017-01-01
SRR7516340,GEO,2012-03-01
ERR5864838,GEO,
ERR5863653,GEO,
ERR5864868,GEO,
ERR5865591,GEO,
ERR5865958,GEO,
ERR5865967,GEO,
ERR5863686,GEO,
ERR5863567,GEO,
SRR5153095,GEO,2015-01-01
SRR5153217,GEO,2015-01-01
SRR13312529,GEO,2014-10-01
ERR5865287,GEO,
ERR5865096,GEO,
ERR5865983,GEO,
SRR5153254,GEO,2014-01-01
ERR5864255,GEO,
ERR5865949,GEO,
ERR5864521,GEO,
ERR5864080,GEO,
SRR7516297,GEO,2012-07-01
ERR5865697,GEO,
ERR5866581,GEO,
SRR5153092,GEO,2015-01-01
ERR5866005,GEO,
ERR5864257,GEO,
ERR5865945,GEO,
SRR10397269,GEO,2017-01-01
ERR5865952,GEO,
ERR5865839,GEO,
ERR5865978,GEO,
ERR5863809,GEO,
ERR5865713,GEO,
SRR10397221,GEO,2018-01-01
SRR10397228,GEO,2017-01-01
SRR10397126,GEO,2017-01-01
ERR5863721,GEO,
ERR5865521,GEO,
ERR5865208,GEO,
ERR5865347,GEO,
ERR5865883,GEO,
ERR5864055,GEO,
ERR5864718,GEO,
ERR5865458,GEO,
SRR10397234,GEO,2017-01-01
SRR5153321,GEO,2015-01-01
ERR5865606,GEO,
SRR5152902,GEO,2015-01-01
SRR5153088,GEO,2015-01-01
ERR5864334,GEO,
SRR10397236,GEO,2017-01-01
SRR7516355,GEO,2011-12-01
ERR5864490,GEO,
SRR7516426,GEO,2010-09-01
ERR5863733,GEO,
ERR5865912,GEO,
SRR10397237,GEO,2017-01-01
ERR5863734,GEO,
ERR5865944,GEO,
ERR5865799,GEO,
ERR5864112,GEO,
ERR5865844,GEO,
SRR7516414,GEO,2011-04-01
ERR5863891,GEO,
ERR5863697,GEO,
ERR5864705,GEO,
ERR5864159,GEO,
SRR10397235,GEO,2017-01-01
ERR5864801,GEO,
ERR5864798,GEO,
ERR5863985,GEO,
ERR5865972,GEO,
SRR10397213,GEO,2018-01-01
ERR5864968,GEO,
ERR5865974,GEO,
ERR5863578,GEO,
ERR5865905,GEO,
SRR13312524,GEO,2016-03-01
ERR5864660,GEO,
ERR5866353,GEO,
SRR7516290,GEO,2012-05-01
ERR5865263,GEO,
ERR5864841,GEO,
ERR5865085,GEO,
ERR5864392,GEO,
ERR5865676,GEO,
ERR5863731,GEO,
SRR10397175,GEO,2016-01-01
ERR5864959,GEO,
SRR7516380,GEO,2012-12-01
ERR5865987,GEO,
ERR5865345,GEO,
ERR5863579,GEO,
ERR5863920,GEO,
SRR7516316,GEO,2012-01-01
ERR5864593,GEO,
ERR5863611,GEO,
ERR5863589,GEO,
SRR11033712,GEO,2019-01-01
ERR5866228,GEO,
SRR7516291,GEO,2012-02-01
SRR10397187,GEO,2018-01-01
SRR5153089,GEO,2015-01-01
ERR5865355,GEO,
ERR5864591,GEO,
SRR5153313,GEO,2015-01-01
ERR5865951,GEO,
SRR5153259,GEO,2014-01-01
ERR5865386,GEO,
ERR5864982,GEO,
ERR5863572,GEO,
ERR5865957,GEO,
ERR5864678,GEO,
SRR8237399,GEO,
ERR5864109,GEO,
SRR7516293,GEO,2012-06-01
SRR5153218,GEO,2015-01-01
ERR5865990,GEO,
ERR5865975,GEO,
ERR5863983,GEO,
ERR5863949,GEO,
SRR5153601,GEO,2015-01-01
ERR5864634,GEO,
ERR5864557,GEO,
ERR5865837,GEO,
SRR5153216,GEO,2014-01-01
ERR5864822,GEO,
SRR13312528,GEO,2016-03-01
ERR5865563,GEO,
SRR13312523,GEO,2016-03-01
ERR5866011,GEO,
ERR5864541,GEO,
ERR5866493,GEO,
SRR5153335,GEO,2014-01-01
ERR5865463,GEO,
ERR5866472,GEO,
ERR5865360,GEO,
ERR5865966,GEO,
ERR5865325,GEO,
ERR5864771,GEO,
SRR5152907,GEO,2015-01-01
SRR8237403,GEO,
ERR5865711,GEO,
ERR5864638,GEO,
ERR5865437,GEO,
ERR5865922,GEO,
SRR11033780,GEO,2019-01-01
ERR5864772,GEO,
ERR5865943,GEO,
ERR5866501,GEO,
ERR5864646,GEO,
ERR5864338,GEO,
ERR5865979,GEO,
ERR5864496,GEO,
ERR5864079,GEO,
ERR5865228,GEO,
ERR5863962,GEO,
ERR5865571,GEO,
ERR5865056,GEO,
SRR5153266,GEO,2014-01-01
ERR5866510,GEO,
ERR5864246,GEO,
SRR5153312,GEO,2014-01-01
SRR7516377,GEO,2011-11-01
SRR8237366,GEO,
SRR5153326,GEO,2014-01-01
ERR5864160,GEO,
ERR5863544,GEO,
SRR8237400,GEO,
ERR5865754,GEO,
ERR5863608,GEO,
ERR5866568,GEO,
ERR5864197,GEO,
ERR5863915,GEO,
ERR5864589,GEO,
SRR5153219,GEO,2015-01-01
SRR5152906,GEO,2015-01-01
SRR5153270,GEO,2014-01-01
ERR5865442,GEO,
ERR5865453,GEO,
SRR5153264,GEO,2014-01-01
ERR5864078,GEO,
SRR8237402,GEO,
ERR5864446,GEO,
SRR3544716,GEO,2014-06-12
SRR5153307,GEO,2015-01-01
ERR5863961,GEO,
ERR5864421,GEO,
SRR5152905,GEO,2015-01-01
ERR5864512,GEO,
SRR5153263,GEO,2014-01-01
ERR5866588,GEO,
ERR5865842,GEO,
SRR13312526,GEO,2016-03-01
SRR5153233,GEO,2014-01-01
SRR5153333,GEO,2014-01-01
SRR5153262,GEO,2014-01-01
SRR5153228,GEO,2014-01-01
ERR5863584,GEO,
SRR5153242,GEO,2015-01-01
ERR5864802,GEO,
ERR5865260,GEO,
SRR5153235,GEO,2015-01-01
SRR5152912,GEO,2015-01-01
SRR11033779,GEO,2019-01-01
ERR5866499,GEO,
ERR5866232,GEO,
SRR5153322,GEO,2014-01-01
SRR5153320,GEO,2014-01-01
SRR5153272,GEO,2014-01-01
ERR5865552,GEO,
SRR5153268,GEO,2014-01-01
ERR5864817,GEO,
ERR5865570,GEO,
ERR5866500,GEO,
SRR5153237,GEO,2014-01-01
SRR5153269,GEO,2014-01-01
SRR5153265,GEO,2015-01-01
SRR5153319,GEO,2014-01-01
SRR5153316,GEO,2014-01-01
ERR5865846,GEO,
SRR5152909,GEO,2015-01-01
ERR5864062,GEO,
SRR5153232,GEO,2014-01-01
ERR5865815,GEO,
SRR5153331,GEO,2014-01-01
SRR5152910,GEO,2015-01-01
SRR5153311,GEO,2014-01-01
SRR5153274,GEO,2014-01-01
ERR5865316,GEO,
SRR3544717,GEO,2014-01-01
SRR5152914,GEO,2015-01-01
SRR5153424,GEO,2014-01-01
SRR5153231,GEO,2014-01-01
SRR5152908,GEO,2015-01-01
SRR5153423,GEO,2014-01-01
ERR5863541,GEO,
SRR5153330,GEO,2014-01-01
ERR5864558,GEO,
SRR5153230,GEO,2015-01-01
ERR5865266,GEO,
SRR5153329,GEO,2014-01-01
SRR5153613,GEO,2015-01-01
SRR5152915,GEO,2014-01-01
SRR5153315,GEO,2014-01-01
SRR5153255,GEO,2014-01-01
SRR5153611,GEO,2015-01-01
SRR5153602,GEO,2015-01-01
SRR5152920,GEO,2015-01-01
ERR5864090,GEO,
SRR11033589,GEO,2019-01-01
ERR5865029,GEO,
SRR5153317,GEO,2014-01-01
SRR5153332,GEO,2014-01-01
ERR5866531,GEO,
SRR5153234,GEO,2015-01-01
ERR5864704,GEO,
SRR5153328,GEO,2014-01-01
SRR5153267,GEO,2014-01-01
ERR5865221,GEO,
ERR5865897,GEO,
ERR5863880,GEO,
SRR3544718,GEO,2015-01-01
SRR5152918,GEO,2015-01-01
SRR5153227,GEO,2014-01-01
ERR5864314,GEO,
SRR5152919,GEO,2015-01-01
ERR5866519,GEO,
SRR5153221,GEO,2015-01-01
SRR5153509,GEO,2014-01-01
SRR5153271,GEO,2014-01-01
SRR5153616,GEO,2015-01-01
SRR5153257,GEO,2014-01-01
SRR5153278,GEO,2014-01-01
SRR11033776,GEO,2019-01-01
ERR5863603,GEO,
ERR5864154,GEO,
ERR5864641,GEO,
ERR5863878,GEO,
SRR5153614,GEO,2015-01-01
SRR11033670,GEO,2019-01-01
ERR5865891,GEO,
SRR5153324,GEO,2014-01-01
SRR5153276,GEO,2014-01-01
SRR11033618,GEO,2019-01-01
SRR11033658,GEO,2019-01-01
SRR5152917,GEO,2015-01-01
SRR5153229,GEO,2014-01-01
SRR5152923,GEO,2015-01-01
ERR5865248,GEO,
SRR5153273,GEO,2014-01-01
SRR5153609,GEO,2014-01-01
SRR13312548,GEO,2013-01-01
SRR5153323,GEO,2014-01-01
SRR5153325,GEO,2014-01-01
ERR5864667,GEO,
SRR5152929,GEO,2015-01-01
SRR13312519,GEO,2014-09-01
SRR5152924,GEO,2014-01-01
SRR5152927,GEO,2015-01-01
SRR11033761,GEO,2019-01-01
SRR5152921,GEO,2015-01-01
SRR5152922,GEO,2015-01-01
SRR5153275,GEO,2014-01-01
SRR11033765,GEO,2019-01-01
SRR3544720,GEO,2015-01-01
SRR8237371,GEO,
SRR5152925,GEO,2015-01-01
SRR13312544,GEO,2014-11-01
SRR3544722,GEO,2014-01-01
SRR5152941,GEO,2015-01-01
SRR5153245,GEO,2015-01-01
SRR5152930,GEO,2015-01-01
SRR5152938,GEO,2015-01-01
SRR5153310,GEO,2014-01-01
SRR11033748,GEO,2019-01-01
SRR3544727,GEO,2014-01-01
SRR5153334,GEO,2014-01-01
SRR5152939,GEO,2014-01-01
SRR5152937,GEO,2015-01-01
SRR11033764,GEO,2019-01-01
ERR5863676,GEO,
SRR5152951,GEO,2015-01-01
SRR5153309,GEO,2014-01-01
SRR5153308,GEO,2015-01-01
SRR11033671,GEO,2019-01-01
SRR11033778,GEO,2019-01-01
SRR13312518,GEO,2014-11-01
ERR5865578,GEO,
SRR11033686,GEO,2019-01-01
ERR5864248,GEO,
SRR3544724,GEO,2015-01-01
ERR5864760,GEO,
SRR11033735,GEO,2019-01-01
SRR11033756,GEO,2019-01-01
SRR11033645,GEO,2019-01-01
SRR11033653,GEO,2019-01-01
SRR5152954,GEO,2015-01-01
SRR13312521,GEO,2014-07-01
SRR5152953,GEO,2015-01-01
SRR3544725,GEO,2014-01-01
SRR13312517,GEO,2014-11-01
SRR13312536,GEO,2014-07-01
SRR3544730,GEO,2014-01-01
SRR13312543,GEO,2013-11-01
SRR13312520,GEO,2013-07-01
SRR13312534,GEO,2014-12-01
SRR11033659,GEO,2019-01-01
SRR13312525,GEO,2014-07-01
SRR11033698,GEO,2019-01-01
SRR13312530,GEO,2014-12-01
SRR13312538,GEO,2014-04-01
SRR11033688,GEO,2019-01-01
SRR11033769,GEO,2019-01-01
SRR13312531,GEO,2014-12-01
SRR13312547,GEO,2014-07-01
SRR5152959,GEO,2015-01-01
SRR3544731,GEO,2014-01-01
SRR13312545,GEO,2014-11-01
SRR13312539,GEO,2015-03-01
ERR5865267,GEO,
ERR5864454,GEO,
SRR13312546,GEO,2014-11-01
SRR13312522,GEO,2014-07-01
SRR11033635,GEO,2019-01-01
SRR13312541,GEO,2014-11-01
SRR11033687,GEO,2019-01-01
SRR11033624,GEO,2019-01-01
SRR5152956,GEO,2015-01-01
SRR11033656,GEO,2019-01-01
SRR3544729,GEO,2014-01-01
SRR3544726,GEO,2014-01-01
SRR3544728,GEO,2013-01-01
SRR11033702,GEO,2019-01-01
SRR11033770,GEO,2019-01-01
SRR13312540,GEO,2014-11-01
SRR13312537,GEO,2014-09-01
SRR13312542,GEO,2014-11-01
SRR13312533,GEO,2014-12-01
SRR3544732,GEO,2014-01-01
SRR3544733,GEO,2014-01-01
SRR11033631,GEO,2019-01-01
SRR3544734,GEO,2013-01-01
SRR11033775,GEO,2019-01-01
SRR11033590,GEO,2019-01-01
SRR13312535,GEO,2014-11-01
SRR3510602,GEO,2015-01-14
SRR11033638,GEO,2019-01-01
SRR3544736,GEO,2014-12-17
SRR11033695,GEO,2019-01-01
SRR13312532,GEO,2014-12-01
SRR11033674,GEO,2019-01-01
SRR11033749,GEO,2019-01-01
SRR11033615,GEO,2019-01-01
SRR3544737,GEO,2014-01-01
SRR11033683,GEO,2019-01-01
ERR5865889,GEO,
SRR11033767,GEO,2019-01-01
SRR3544735,GEO,2014-01-01
SRR11033672,GEO,2019-01-01
SRR11033596,GEO,2019-01-01
SRR11033706,GEO,2019-01-01
SRR11033626,GEO,2019-01-01
SRR3544738,GEO,2015-01-01
SRR3544748,GEO,2014-01-01
SRR11033668,GEO,2019-01-01
SRR11033627,GEO,2019-01-01
SRR11033679,GEO,2019-01-01
SRR11033768,GEO,2019-01-01
SRR3544739,GEO,2015-01-01
SRR11033736,GEO,2019-01-01
SRR11033607,GEO,2019-01-01
SRR3544741,GEO,2015-01-01
SRR11033650,GEO,2019-01-01
SRR3544740,GEO,2014-01-01
SRR3544747,GEO,2014-01-01
SRR11033633,GEO,2019-01-01
SRR11033771,GEO,2019-01-01
SRR11033604,GEO,2019-01-01
SRR11033751,GEO,2019-01-01
SRR11033754,GEO,2019-01-01
SRR11033597,GEO,2019-01-01
SRR11033763,GEO,2019-01-01
SRR11033666,GEO,2019-01-01
SRR11033594,GEO,2019-01-01
SRR11033705,GEO,2019-01-01
SRR11033678,GEO,2019-01-01
SRR11033693,GEO,2019-01-01
SRR3544750,GEO,2014-12-04
SRR11033625,GEO,2019-01-01
SRR11033713,GEO,2019-01-01
SRR3544746,GEO,2014-12-09
SRR11033591,GEO,2019-01-01
SRR11033629,GEO,2019-01-01
SRR11033595,GEO,2019-01-01
SRR11033760,GEO,2019-01-01
SRR11033682,GEO,2019-01-01
SRR11033727,GEO,2019-01-01
SRR11033689,GEO,2019-01-01
SRR11033599,GEO,2019-01-01
SRR11033669,GEO,2019-01-01
SRR11033699,GEO,2019-01-01
SRR11033648,GEO,2019-01-01
SRR11033762,GEO,2019-01-01
SRR11033723,GEO,2019-01-01
SRR11033766,GEO,2019-01-01
SRR11033733,GEO,2019-01-01
SRR11033657,GEO,2019-01-01
SRR11033704,GEO,2019-01-01
SRR11033605,GEO,2019-01-01
SRR11033675,GEO,2019-01-01
SRR11033696,GEO,2019-01-01
SRR11033684,GEO,2019-01-01
SRR11033758,GEO,2019-01-01
SRR11033708,GEO,2019-01-01
SRR3544744,GEO,2014-12-16
SRR11033641,GEO,2019-01-01
SRR11033728,GEO,2019-01-01
SRR11033649,GEO,2019-01-01
SRR11033660,GEO,2019-01-01
SRR11033692,GEO,2019-01-01
SRR11033752,GEO,2019-01-01
SRR11033707,GEO,2019-01-01
SRR3544745,GEO,2015-01-09
SRR11033652,GEO,2019-01-01
SRR11033603,GEO,2019-01-01
SRR11033697,GEO,2019-01-01
SRR11033602,GEO,2019-01-01
SRR11033772,GEO,2019-01-01
SRR11033608,GEO,2019-01-01
SRR11033730,GEO,2019-01-01
SRR11033745,GEO,2019-01-01
SRR11033709,GEO,2019-01-01
SRR11033647,GEO,2019-01-01
SRR11033725,GEO,2019-01-01
SRR11033628,GEO,2019-01-01
SRR11033747,GEO,2019-01-01
SRR11033622,GEO,2019-01-01
SRR11033611,GEO,2019-01-01
SRR11033700,GEO,2019-01-01
SRR11033741,GEO,2019-01-01
SRR11033703,GEO,2019-01-01
SRR11033774,GEO,2019-01-01
SRR11033759,GEO,2019-01-01
SRR11033720,GEO,2019-01-01
SRR11033606,GEO,2019-01-01
SRR11033694,GEO,2019-01-01
SRR3544742,GEO,2014-12-16
SRR11033715,GEO,2019-01-01
SRR11033646,GEO,2019-01-01
SRR11033731,GEO,2019-01-01
SRR11033663,GEO,2019-01-01
SRR11033664,GEO,2019-01-01
SRR3544743,GEO,2014-01-01
SRR11033616,GEO,2019-01-01
SRR11033773,GEO,2019-01-01
SRR11033642,GEO,2019-01-01
SRR11033701,GEO,2019-01-01
SRR3544749,GEO,2014-01-01
SRR11033716,GEO,2019-01-01
SRR11033739,GEO,2019-01-01
SRR11033619,GEO,2019-01-01
SRR11033617,GEO,2019-01-01
SRR3544751,GEO,2015-01-01
SRR11033598,GEO,2019-01-01
SRR11033718,GEO,2019-01-01
SRR11033613,GEO,2019-01-01
SRR11033750,GEO,2019-01-01
SRR11033755,GEO,2019-01-01
SRR11033732,GEO,2019-01-01
SRR11033740,GEO,2019-01-01
SRR11033654,GEO,2019-01-01
SRR11033757,GEO,2019-01-01
SRR11033719,GEO,2019-01-01
SRR11033640,GEO,2019-01-01
SRR11033609,GEO,2019-01-01
SRR11033690,GEO,2019-01-01
SRR11033777,GEO,2019-01-01
SRR11033655,GEO,2019-01-01
SRR11033738,GEO,2019-01-01
SRR11033717,GEO,2019-01-01
SRR11033637,GEO,2019-01-01
SRR11033743,GEO,2019-01-01
SRR11033639,GEO,2019-01-01
SRR11033636,GEO,2019-01-01
SRR11033677,GEO,2019-01-01
SRR3544752,GEO,2014-12-02
SRR11033630,GEO,2019-01-01
SRR11033644,GEO,2019-01-01
SRR11033710,GEO,2019-01-01
SRR11033691,GEO,2019-01-01
SRR11033620,GEO,2019-01-01
SRR11033623,GEO,2019-01-01
SRR11033737,GEO,2019-01-01
SRR11033742,GEO,2019-01-01
SRR11033711,GEO,2019-01-01
SRR11033714,GEO,2019-01-01
SRR11033593,GEO,2019-01-01
SRR11033724,GEO,2019-01-01
SRR11033612,GEO,2019-01-01
SRR11033651,GEO,2019-01-01
SRR11033601,GEO,2019-01-01
SRR11033600,GEO,2019-01-01
SRR11033721,GEO,2019-01-01
SRR11033722,GEO,2019-01-01
SRR11033726,GEO,2019-01-01
SRR11033634,GEO,2019-01-01
ERR4423561,COD,
ERR4423514,COD,
ERR4423532,COD,
ERR4423611,COD,
ERR4423618,COD,
SRR7517759,COD,
ERR4423615,COD,
ERR4423624,COD,
ERR4423752,COD,
ERR2707125,COD,2008-01-01
ERR4423733,COD,
ERR4423614,COD,
ERR4423613,COD,
ERR4423716,COD,
SRR7517678,COD,
ERR2706935,COD,2006-01-01
ERR2706913,COD,2005-01-01
ERR2707159,COD,2008-01-01
ERR2707096,COD,2008-01-01
ERR2707126,COD,2008-01-01
SRR7517774,COD,
ERR2707171,COD,2009-01-01
ERR2706931,COD,2006-01-01
ERR4423714,COD,
ERR2706932,COD,2006-01-01
ERR4423713,COD,
ERR2707078,COD,2007-01-01
ERR2707064,COD,2007-01-01
ERR2707123,COD,2008-01-01
ERR2707128,COD,2008-01-01
ERR2707157,COD,2008-01-01
ERR2707071,COD,2007-01-01
ERR2707010,COD,2007-01-01
ERR2707099,COD,2008-01-01
ERR2707172,COD,2009-01-01
ERR2707013,COD,2007-01-01
ERR2706934,COD,2006-01-01
ERR2707085,COD,2007-01-01
ERR2707178,COD,2009-01-01
ERR2706986,COD,2006-01-01
ERR2707146,COD,2008-01-01
ERR2707069,COD,2007-01-01
ERR2707229,COD,2010-01-01
ERR2707074,COD,2007-01-01
ERR2707062,COD,2007-01-01
ERR2707189,COD,2009-01-01
ERR2707130,COD,2008-01-01
ERR2706936,COD,2006-01-01
ERR2706960,COD,2006-01-01
ERR2707177,COD,2009-01-01
ERR2707038,COD,2007-01-01
ERR2707084,COD,2007-01-01
ERR2706943,COD,2006-01-01
ERR2707145,COD,2008-01-01
ERR2707060,COD,2007-01-01
ERR2707183,COD,2009-01-01
ERR2706995,COD,2007-01-01
ERR2706933,COD,2006-01-01
ERR2707185,COD,2009-01-01
ERR2707051,COD,2007-01-01
ERR2707111,COD,2008-01-01
ERR2707186,COD,2009-01-01
ERR2707075,COD,2007-01-01
ERR2707007,COD,2007-01-01
ERR2706973,COD,2006-01-01
ERR2707086,COD,2007-01-01
ERR2706997,COD,2007-01-01
ERR2707087,COD,2007-01-01
ERR2706957,COD,2006-01-01
ERR2706924,COD,2006-01-01
ERR2706963,COD,2006-01-01
ERR2706959,COD,2006-01-01
ERR2707210,COD,2009-01-01
ERR2706944,COD,2006-01-01
ERR2707020,COD,2007-01-01
ERR2707169,COD,2009-01-01
ERR2707076,COD,2007-01-01
ERR2707161,COD,2008-01-01
ERR2707080,COD,2007-01-01
ERR2707217,COD,2010-01-01
ERR2707188,COD,2009-01-01
ERR2707225,COD,2010-01-01
ERR2707211,COD,2009-01-01
ERR4423616,COD,
ERR2706942,COD,2006-01-01
ERR2707072,COD,2007-01-01
ERR2707092,COD,2008-01-01
ERR2707098,COD,2008-01-01
ERR2707144,COD,2008-01-01
ERR2707073,COD,2007-01-01
ERR2707102,COD,2008-01-01
ERR2707077,COD,2007-01-01
ERR2706961,COD,2006-01-01
ERR2707037,COD,2007-01-01
ERR2707061,COD,2007-01-01
ERR2707175,COD,2009-01-01
ERR2707112,COD,2008-01-01
ERR2707194,COD,2009-01-01
ERR2707131,COD,2008-01-01
ERR2707033,COD,2007-01-01
ERR2707036,COD,2007-01-01
ERR2707040,COD,2007-01-01
ERR2707120,COD,2008-01-01
ERR2707213,COD,2009-01-01
ERR2707054,COD,2007-01-01
ERR2707197,COD,2009-01-01
ERR2706941,COD,2006-01-01
ERR2707184,COD,2009-01-01
ERR2707187,COD,2009-01-01
ERR2707163,COD,2008-01-01
ERR2706989,COD,2006-01-01
ERR2707082,COD,2007-01-01
ERR4423622,COD,
ERR2707160,COD,2008-01-01
ERR2707181,COD,2009-01-01
ERR2707063,COD,2007-01-01
ERR2707124,COD,2008-01-01
ERR2707180,COD,2009-01-01
ERR2707003,COD,2007-01-01
ERR2707101,COD,2008-01-01
ERR2707173,COD,2009-01-01
ERR2707018,COD,2007-01-01
ERR2707228,COD,2010-01-01
ERR2706975,COD,2006-01-01
ERR2706992,COD,2006-01-01
ERR2707017,COD,2007-01-01
ERR2707191,COD,2009-01-01
ERR2707045,COD,2007-01-01
ERR2707133,COD,2008-01-01
ERR2707148,COD,2008-01-01
ERR2706952,COD,2006-01-01
